 TIME                    	Tin                      	Tout                     	Gas                      	signal                   	elec                     	RHin                     	RHout                    	occ                      	rwt                      	swt                      	setpoint                 	
 HOURS              	NAV                 	øC                  	kJ/hr               	NAV                 	NAV                 	NAV                 	%                   	NAV                 	NAV                 	øC                  	NAV                 	
  +3.5683333333333331E+02	  +2.3519303262599927E+01	  -1.1549999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.8400000000000080E+02	  +1.4315853297902095E+01	  +7.2749999999999972E+01	  +1.0000000000000000E+00	  +2.8806640263296011E+01	  +2.8806640263296011E+01	  +6.0000000000000000E+01	
  +3.5700000000000000E+02	  +2.3465044926431748E+01	  -1.1583333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.7680000000000518E+02	  +1.4361580036684687E+01	  +7.2916666666666657E+01	  +1.0000000000000000E+00	  +2.8703792845348779E+01	  +2.8703792845348779E+01	  +7.0000000000000000E+01	
  +3.5716666666666669E+02	  +2.3382642134298820E+01	  -1.1625000000000007E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.3180000000000086E+02	  +1.4431761079799202E+01	  +7.3083333333333343E+01	  +1.0000000000000000E+00	  +2.8600560955334103E+01	  +2.8600560955334103E+01	  +5.0000000000000000E+01	
  +3.5733333333333331E+02	  +2.3354611232529518E+01	  -1.1674999999999995E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.3539999999998122E+02	  +1.4454429118534035E+01	  +7.3249999999999972E+01	  +1.0000000000000000E+00	  +2.8508653438196440E+01	  +2.8508653438196440E+01	  +5.5000000000000000E+01	
  +3.5750000000000000E+02	  +2.3380346311492826E+01	  -1.1725000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0099999999998772E+02	  +1.4429833678655189E+01	  +7.3416666666666657E+01	  +1.0000000000000000E+00	  +2.8408244281182789E+01	  +2.8408244281182789E+01	  +6.0000000000000000E+01	
  +3.5766666666666669E+02	  +2.3432287923234696E+01	  -1.1775000000000006E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0900000000046418E+02	  +1.4382143377539238E+01	  +7.3583333333333343E+01	  +1.0000000000000000E+00	  +2.8315026396379487E+01	  +2.8315026396379487E+01	  +8.0000000000000000E+01	
  +3.5783333333333331E+02	  +2.3985977171539414E+01	  -1.1824999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.9501999999999534E+03	  +1.3907795526213953E+01	  +7.3749999999999972E+01	  +1.0000000000000000E+00	  +2.8219359598733558E+01	  +2.8219359598733558E+01	  +8.0000000000000000E+01	
  +3.5800000000000000E+02	  +2.4595179233242831E+01	  -1.1875000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3606000000002432E+03	  +1.3406018569507452E+01	  +7.3916666666666657E+01	  +1.0000000000000000E+00	  +2.8127277952245322E+01	  +2.8127277952245322E+01	  +5.0000000000000000E+01	
  +3.5816666666666669E+02	  +2.4084592996063609E+01	  -1.1916666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.2221999999998895E+03	  +1.3819162546579367E+01	  +7.4083333333333343E+01	  +1.0000000000000000E+00	  +2.8042069694647601E+01	  +2.8042069694647601E+01	  +6.5000000000000000E+01	
  +3.5833333333333331E+02	  +2.3350229469769786E+01	  -1.1949999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.3619999999972720E+02	  +1.4440355062152094E+01	  +7.4249999999999972E+01	  +1.0000000000000000E+00	  +2.7971619207053642E+01	  +2.7971619207053642E+01	  +7.0000000000000000E+01	
  +3.5850000000000000E+02	  +2.3829655245595870E+01	  -1.1983333333333334E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1355999999999499E+03	  +1.4025638143718615E+01	  +7.4416666666666657E+01	  +1.0000000000000000E+00	  +2.7879478754808680E+01	  +2.7879478754808680E+01	  +5.0000000000000000E+01	
  +3.5866666666666669E+02	  +2.4593525939529837E+01	  -1.2016666666666673E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5801999999994778E+03	  +1.3394116647173611E+01	  +7.4583333333333343E+01	  +1.0000000000000000E+00	  +2.7795384957301039E+01	  +2.7795384957301039E+01	  +5.0000000000000000E+01	
  +3.5883333333333331E+02	  +2.4103213546344541E+01	  -1.2049999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.2851999999999666E+03	  +1.3789943391556124E+01	  +7.4749999999999972E+01	  +1.0000000000000000E+00	  +2.7716200112551213E+01	  +2.7716200112551213E+01	  +6.5000000000000000E+01	
  +3.5900000000000000E+02	  +2.3503213484891234E+01	  -1.2083333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5785999999997391E+03	  +1.4293301536361566E+01	  +7.4916666666666657E+01	  +1.0000000000000000E+00	  +2.7646091278426212E+01	  +2.7646091278426212E+01	  +7.5000000000000000E+01	
  +3.5916666666666669E+02	  +2.4144653395262644E+01	  -1.2116666666666672E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8735999999998462E+03	  +1.3748759776015458E+01	  +7.5083333333333343E+01	  +1.0000000000000000E+00	  +2.7559783912628870E+01	  +2.7559783912628870E+01	  +5.0000000000000000E+01	
  +3.5933333333333331E+02	  +2.4593939962772886E+01	  -1.2149999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1932000000002668E+03	  +1.3380117207767871E+01	  +7.5249999999999972E+01	  +1.0000000000000000E+00	  +2.7486319788871501E+01	  +2.7486319788871501E+01	  +7.5000000000000000E+01	
  +3.5950000000000000E+02	  +2.3772016515413430E+01	  -1.2183333333333335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4780000000000348E+02	  +1.4052772585797078E+01	  +7.5416666666666657E+01	  +1.0000000000000000E+00	  +2.7415019193824829E+01	  +2.7415019193824829E+01	  +7.0000000000000000E+01	
  +3.5966666666666669E+02	  +2.3099478655365790E+01	  -1.2216666666666672E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1719999999996810E+02	  +1.4630991233583522E+01	  +7.5583333333333343E+01	  +1.0000000000000000E+00	  +2.7349670028681459E+01	  +2.7349670028681459E+01	  +7.5000000000000000E+01	
  +3.5983333333333331E+02	  +2.3039089153446394E+01	  -1.2249999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.7680000000002258E+02	  +1.4680675229898847E+01	  +7.5749999999999972E+01	  +1.0000000000000000E+00	  +2.7266730910830191E+01	  +2.7266730910830191E+01	  +5.0000000000000000E+01	
  +3.6000000000000000E+02	  +2.2900370551706423E+01	  -1.2283333333333335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7880000000001104E+02	  +1.4800597857306030E+01	  +7.5916666666666657E+01	  +1.0000000000000000E+00	  +2.7190946197968501E+01	  +2.7190946197968501E+01	  +7.5000000000000000E+01	
  +3.6016666666666669E+02	  +2.2776217527074895E+01	  -1.2316666666666672E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8159999999998735E+02	  +1.4908119319015160E+01	  +7.5916666666666657E+01	  +1.0000000000000000E+00	  +2.7112840024006918E+01	  +2.7112840024006918E+01	  +5.5000000000000000E+01	
  +3.6033333333333331E+02	  +2.2728980838338686E+01	  -1.2349999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2580000000001189E+02	  +1.4945814119230342E+01	  +7.5750000000000028E+01	  +1.0000000000000000E+00	  +2.7042011253526226E+01	  +2.7042011253526226E+01	  +7.0000000000000000E+01	
  +3.6050000000000000E+02	  +2.2677433507677069E+01	  -1.2383333333333335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2140000000000143E+02	  +1.4986643211320443E+01	  +7.5583333333333343E+01	  +1.0000000000000000E+00	  +2.6965182384317764E+01	  +2.6965182384317764E+01	  +6.0000000000000000E+01	
  +3.6066666666666669E+02	  +2.2637343992469340E+01	  -1.2416666666666671E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0880000000000902E+02	  +1.5016291466447681E+01	  +7.5416666666666657E+01	  +1.0000000000000000E+00	  +2.6893236324624858E+01	  +2.6893236324624858E+01	  +5.5000000000000000E+01	
  +3.6083333333333331E+02	  +2.2633520713207950E+01	  -1.2449999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4840000000000308E+02	  +1.5012085322685683E+01	  +7.5250000000000028E+01	  +1.0000000000000000E+00	  +2.6818903757805735E+01	  +2.6818903757805735E+01	  +4.5000000000000000E+01	
  +3.6100000000000000E+02	  +2.2556997202536063E+01	  -1.2483333333333334E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2140000000000512E+02	  +1.5073495480183208E+01	  +7.5083333333333343E+01	  +1.0000000000000000E+00	  +2.6746841660878772E+01	  +2.6746841660878772E+01	  +4.5000000000000000E+01	
  +3.6116666666666669E+02	  +2.2463111250338066E+01	  -1.2508333333333335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7640000000000410E+02	  +1.5150825649890630E+01	  +7.5083333333333343E+01	  +1.0000000000000000E+00	  +2.6674684807935929E+01	  +2.6674684807935929E+01	  +7.5000000000000000E+01	
  +3.6133333333333331E+02	  +2.2449131858114818E+01	  -1.2524999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.9439999999999489E+02	  +1.5155046274117906E+01	  +7.5249999999999972E+01	  +1.0000000000000000E+00	  +2.6608644852268569E+01	  +2.6608644852268569E+01	  +4.0000000000000000E+01	
  +3.6150000000000000E+02	  +2.2453541002152861E+01	  -1.2541666666666666E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3940000000000040E+02	  +1.5142777883822012E+01	  +7.5416666666666657E+01	  +1.0000000000000000E+00	  +2.6537463947766810E+01	  +2.6537463947766810E+01	  +4.0000000000000000E+01	
  +3.6166666666666669E+02	  +2.2451508292857579E+01	  -1.2558333333333335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3579999999999018E+02	  +1.5136880105560431E+01	  +7.5583333333333343E+01	  +1.0000000000000000E+00	  +2.6470915037176692E+01	  +2.6470915037176692E+01	  +5.0000000000000000E+01	
  +3.6183333333333331E+02	  +2.2427918309933084E+01	  -1.2574999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.9259999999999530E+02	  +1.5151250526002789E+01	  +7.5749999999999972E+01	  +1.0000000000000000E+00	  +2.6402671939511368E+01	  +2.6402671939511368E+01	  +5.5000000000000000E+01	
  +3.6200000000000000E+02	  +2.2351730640656498E+01	  -1.2591666666666667E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3399999999998650E+02	  +1.5214651488409622E+01	  +7.5916666666666657E+01	  +1.0000000000000000E+00	  +2.6336504103862602E+01	  +2.6336504103862602E+01	  +6.0000000000000000E+01	
  +3.6216666666666669E+02	  +2.2319301714844471E+01	  -1.2608333333333334E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5280000000000899E+02	  +1.5237959221309421E+01	  +7.6000000000000000E+01	  +1.0000000000000000E+00	  +2.6269836637094542E+01	  +2.6269836637094542E+01	  +8.0000000000000000E+01	
  +3.6233333333333331E+02	  +2.2349766739443869E+01	  -1.2624999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9240000000000595E+02	  +1.5202993196804963E+01	  +7.6000000000000000E+01	  +1.0000000000000000E+00	  +2.6208232532575657E+01	  +2.6208232532575657E+01	  +5.0000000000000000E+01	
  +3.6250000000000000E+02	  +2.2334201025513629E+01	  -1.2641666666666666E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.4020000000000408E+02	  +1.5210578352879971E+01	  +7.6000000000000000E+01	  +1.0000000000000000E+00	  +2.6143192658261412E+01	  +2.6143192658261412E+01	  +4.5000000000000000E+01	
  +3.6266666666666669E+02	  +2.2302281011436897E+01	  -1.2658333333333335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0419999999999959E+02	  +1.5233262414976277E+01	  +7.6000000000000000E+01	  +1.0000000000000000E+00	  +2.6082016490914047E+01	  +2.6082016490914047E+01	  +6.5000000000000000E+01	
  +3.6283333333333331E+02	  +2.2284060632611066E+01	  -1.2674999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0240000000000327E+02	  +1.5243199712909597E+01	  +7.6000000000000000E+01	  +1.0000000000000000E+00	  +2.6019137024741418E+01	  +2.6019137024741418E+01	  +6.0000000000000000E+01	
  +3.6300000000000000E+02	  +2.2205234088139388E+01	  -1.2691666666666666E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.7360000000000736E+02	  +1.5309486069014785E+01	  +7.6000000000000000E+01	  +1.0000000000000000E+00	  +2.5957932307685784E+01	  +2.5957932307685784E+01	  +8.0000000000000000E+01	
  +3.6316666666666669E+02	  +2.2114110216674636E+01	  -1.2708333333333336E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0879999999999060E+02	  +1.5387732328903482E+01	  +7.6083333333333343E+01	  +1.0000000000000000E+00	  +2.5896555790976947E+01	  +2.5896555790976947E+01	  +8.0000000000000000E+01	
  +3.6333333333333331E+02	  +2.2082971404555874E+01	  -1.2724999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6739999999999509E+02	  +1.5410272085777402E+01	  +7.6249999999999972E+01	  +1.0000000000000000E+00	  +2.5839081261435549E+01	  +2.5839081261435549E+01	  +7.0000000000000000E+01	
  +3.6350000000000000E+02	  +2.2076167396967929E+01	  -1.2741666666666667E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1059999999999570E+02	  +1.5410340664168105E+01	  +7.6416666666666657E+01	  +1.0000000000000000E+00	  +2.5778198826594352E+01	  +2.5778198826594352E+01	  +6.5000000000000000E+01	
  +3.6366666666666669E+02	  +2.2087885984406665E+01	  -1.2758333333333335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4839999999999347E+02	  +1.5393378677572874E+01	  +7.6583333333333343E+01	  +1.0000000000000000E+00	  +2.5720403101394218E+01	  +2.5720403101394218E+01	  +7.0000000000000000E+01	
  +3.6383333333333331E+02	  +2.2080683928044181E+01	  -1.2774999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1960000000000491E+02	  +1.5394531897009252E+01	  +7.6749999999999972E+01	  +1.0000000000000000E+00	  +2.5661642563109169E+01	  +2.5661642563109169E+01	  +4.0000000000000000E+01	
  +3.6400000000000000E+02	  +2.1991785938089574E+01	  -1.2791666666666666E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7639999999999733E+02	  +1.5472939159110872E+01	  +7.6916666666666657E+01	  +1.0000000000000000E+00	  +2.5604616644202427E+01	  +2.5604616644202427E+01	  +6.0000000000000000E+01	
  +3.6416666666666669E+02	  +2.1920487777738796E+01	  -1.2808333333333337E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.9980000000000982E+02	  +1.5535438444910410E+01	  +7.7083333333333343E+01	  +1.0000000000000000E+00	  +2.5547353489271856E+01	  +2.5547353489271856E+01	  +4.5000000000000000E+01	
  +3.6433333333333331E+02	  +2.1932334478714637E+01	  -1.2825000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4299999999999326E+02	  +1.5519543221173242E+01	  +7.7249999999999972E+01	  +1.0000000000000000E+00	  +2.5493324821407860E+01	  +2.5493324821407860E+01	  +7.5000000000000000E+01	
  +3.6450000000000000E+02	  +2.1948477543102250E+01	  -1.2841666666666669E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0239999999999651E+02	  +1.5499896215701115E+01	  +7.7416666666666657E+01	  +1.0000000000000000E+00	  +2.5436682753381767E+01	  +2.5436682753381767E+01	  +6.0000000000000000E+01	
  +3.6466666666666669E+02	  +2.1961277330330081E+01	  -1.2858333333333338E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3299999999999960E+02	  +1.5483727916719369E+01	  +7.7583333333333343E+01	  +1.0000000000000000E+00	  +2.5383066060630334E+01	  +2.5383066060630334E+01	  +8.0000000000000000E+01	
  +3.6483333333333331E+02	  +2.1959066871387794E+01	  -1.2875000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.3119999999999590E+02	  +1.5482030550802497E+01	  +7.7749999999999972E+01	  +1.0000000000000000E+00	  +2.5328624714176343E+01	  +2.5328624714176343E+01	  +4.5000000000000000E+01	
  +3.6500000000000000E+02	  +2.1898725870385068E+01	  -1.2891666666666669E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.6719999999999942E+02	  +1.5535635078663946E+01	  +7.7916666666666657E+01	  +1.0000000000000000E+00	  +2.5275700601964019E+01	  +2.5275700601964019E+01	  +5.0000000000000000E+01	
  +3.6516666666666669E+02	  +2.1843107576370823E+01	  -1.2908333333333339E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7259999999997507E+02	  +1.5585529132666720E+01	  +7.8250000000000057E+01	  +1.0000000000000000E+00	  +2.5222657794866659E+01	  +2.5222657794866659E+01	  +5.0000000000000000E+01	
  +3.6533333333333331E+02	  +2.1810802248922077E+01	  -1.2925000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6280000000001024E+02	  +1.5614348191858245E+01	  +7.8749999999999943E+01	  +1.0000000000000000E+00	  +2.5172616054420605E+01	  +2.5172616054420605E+01	  +4.5000000000000000E+01	
  +3.6550000000000000E+02	  +2.1753343204314561E+01	  -1.2941666666666670E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7279999999999490E+02	  +1.5668410804598293E+01	  +7.9250000000000000E+01	  +1.0000000000000000E+00	  +2.5120258718642411E+01	  +2.5120258718642411E+01	  +5.5000000000000000E+01	
  +3.6566666666666669E+02	  +2.1736192639751387E+01	  -1.2958333333333337E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1780000000000737E+02	  +1.5685058752595504E+01	  +7.9750000000000057E+01	  +1.0000000000000000E+00	  +2.5069961508835785E+01	  +2.5069961508835785E+01	  +6.0000000000000000E+01	
  +3.6583333333333331E+02	  +2.1747584497696653E+01	  -1.2975000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5020000000000431E+02	  +1.5675373436199223E+01	  +8.0249999999999943E+01	  +1.0000000000000000E+00	  +2.5018462552275139E+01	  +2.5018462552275139E+01	  +6.5000000000000000E+01	
  +3.6600000000000000E+02	  +2.1676962245543052E+01	  -1.2991666666666669E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1240000000000492E+02	  +1.5745441531234869E+01	  +8.0750000000000000E+01	  +1.0000000000000000E+00	  +2.4968435715970610E+01	  +2.4968435715970610E+01	  +7.5000000000000000E+01	
  +3.6616666666666669E+02	  +2.1591857104014220E+01	  -1.3008333333333338E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6920000000000860E+02	  +1.5830702099608903E+01	  +8.1166666666666714E+01	  +1.0000000000000000E+00	  +2.4918497684523594E+01	  +2.4918497684523594E+01	  +5.5000000000000000E+01	
  +3.6633333333333331E+02	  +2.1586249905706335E+01	  -1.3025000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0699999999999142E+02	  +1.5839737688955680E+01	  +8.1499999999999972E+01	  +1.0000000000000000E+00	  +2.4870779247816913E+01	  +2.4870779247816913E+01	  +4.5000000000000000E+01	
  +3.6650000000000000E+02	  +2.1606082320340558E+01	  -1.3041666666666670E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8259999999999349E+02	  +1.5824556982720505E+01	  +8.1833333333333343E+01	  +1.0000000000000000E+00	  +2.4820876439047751E+01	  +2.4820876439047751E+01	  +7.0000000000000000E+01	
  +3.6666666666666669E+02	  +2.1629474910622029E+01	  -1.3058333333333337E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.4020000000000817E+02	  +1.5806378393320980E+01	  +8.2166666666666714E+01	  +1.0000000000000000E+00	  +2.4773360497682013E+01	  +2.4773360497682013E+01	  +7.0000000000000000E+01	
  +3.6683333333333331E+02	  +2.1642950605744748E+01	  -1.3075000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7619999999998998E+02	  +1.5798212979560081E+01	  +8.2499999999999972E+01	  +1.0000000000000000E+00	  +2.4725380425971881E+01	  +2.4725380425971881E+01	  +6.0000000000000000E+01	
  +3.6700000000000000E+02	  +2.1605204895970310E+01	  -1.3091666666666669E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.6439999999998997E+02	  +1.5840009693033853E+01	  +8.2833333333333343E+01	  +1.0000000000000000E+00	  +2.4678684668135546E+01	  +2.4678684668135546E+01	  +4.5000000000000000E+01	
  +3.6716666666666669E+02	  +2.1583357508047452E+01	  -1.3108333333333338E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5259999999999263E+02	  +1.5866862178622178E+01	  +8.3166666666666714E+01	  +1.0000000000000000E+00	  +2.4632061930257663E+01	  +2.4632061930257663E+01	  +8.0000000000000000E+01	
  +3.6733333333333331E+02	  +2.1590444498333799E+01	  -1.3125000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.2019999999996662E+02	  +1.5865992215339771E+01	  +8.3499999999999972E+01	  +1.0000000000000000E+00	  +2.4587759651839519E+01	  +2.4587759651839519E+01	  +5.5000000000000000E+01	
  +3.6750000000000000E+02	  +2.1648468491558894E+01	  -1.3141666666666669E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1359999999997672E+02	  +1.5816092954913541E+01	  +8.3833333333333343E+01	  +1.0000000000000000E+00	  +2.4542026114722582E+01	  +2.4542026114722582E+01	  +4.5000000000000000E+01	
  +3.6766666666666669E+02	  +2.1764856507010222E+01	  -1.3158333333333339E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0187999999999955E+03	  +1.5710538473932351E+01	  +8.4166666666666714E+01	  +1.0000000000000000E+00	  +2.4498132533703746E+01	  +2.4498132533703746E+01	  +4.0000000000000000E+01	
  +3.6783333333333331E+02	  +2.1799871252640791E+01	  -1.3175000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.9899999999999557E+02	  +1.5683858841744939E+01	  +8.4499999999999972E+01	  +1.0000000000000000E+00	  +2.4454577398306760E+01	  +2.4454577398306760E+01	  +5.5000000000000000E+01	
  +3.6800000000000000E+02	  +2.1745483635915530E+01	  -1.3191666666666670E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0385999999998426E+03	  +1.5743321964713012E+01	  +8.4833333333333343E+01	  +1.0000000000000000E+00	  +2.4412906400558882E+01	  +2.4412906400558882E+01	  +5.0000000000000000E+01	
  +3.6816666666666669E+02	  +2.2065800266398941E+01	  -1.2958333333333281E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4246000000005970E+03	  +1.5446861423300566E+01	  +8.3833333333333059E+01	  +1.0000000000000000E+00	  +2.4370862547892827E+01	  +2.4370862547892827E+01	  +8.0000000000000000E+01	
  +3.6833333333333331E+02	  +2.3194254852072238E+01	  -1.2475000000000055E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0489999999998536E+03	  +1.4434385431699427E+01	  +8.1500000000000256E+01	  +1.0000000000000000E+00	  +2.4330731798594805E+01	  +2.4330731798594805E+01	  +5.0000000000000000E+01	
  +3.6850000000000000E+02	  +2.4394651107060017E+01	  -1.1991666666666667E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.3396000000003005E+03	  +1.3440750207060237E+01	  +7.9166666666666657E+01	  +1.0000000000000000E+00	  +2.4294075885031575E+01	  +2.4294075885031575E+01	  +5.0000000000000000E+01	
  +3.6866666666666669E+02	  +2.4148262738259408E+01	  -1.1508333333333278E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.6989999999997103E+03	  +1.3655627232198206E+01	  +7.6833333333333059E+01	  +1.0000000000000000E+00	  +2.4267559497043507E+01	  +2.4267559497043507E+01	  +7.5000000000000000E+01	
  +3.6883333333333331E+02	  +2.3048089315300771E+01	  -1.1025000000000055E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4263999999998409E+03	  +1.4609975706744921E+01	  +7.4500000000000256E+01	  +1.0000000000000000E+00	  +2.4254777057210703E+01	  +2.4254777057210703E+01	  +5.5000000000000000E+01	
  +3.6900000000000000E+02	  +2.2995951924050914E+01	  -1.0541666666666666E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8268000000001525E+03	  +1.4676513746604922E+01	  +7.2166666666666657E+01	  +1.0000000000000000E+00	  +2.4225560515999547E+01	  +2.4225560515999547E+01	  +8.0000000000000000E+01	
  +3.6916666666666669E+02	  +2.3027146217998762E+01	  -1.0083333333333284E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4893999999996809E+03	  +1.4671066573873372E+01	  +7.0166666666666487E+01	  +1.0000000000000000E+00	  +2.4187805771804147E+01	  +2.4187805771804147E+01	  +6.5000000000000000E+01	
  +3.6933333333333331E+02	  +2.2281422099794632E+01	  -9.6500000000000483E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0871999999997045E+03	  +1.5376269465078403E+01	  +6.8500000000000199E+01	  +1.0000000000000000E+00	  +2.4161734209078979E+01	  +2.4161734209078979E+01	  +8.0000000000000000E+01	
  +3.6950000000000000E+02	  +2.2571211059650643E+01	  -9.2166666666666668E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.6863999999999437E+03	  +1.5135579184544115E+01	  +6.6833333333333343E+01	  +1.0000000000000000E+00	  +2.4127879193652081E+01	  +2.4127879193652081E+01	  +7.5000000000000000E+01	
  +3.6966666666666669E+02	  +2.3506944636663231E+01	  -8.7833333333332835E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1831999999993404E+03	  +1.4330460595306114E+01	  +6.5166666666666487E+01	  +1.0000000000000000E+00	  +2.4091588442288277E+01	  +2.4091588442288277E+01	  +7.5000000000000000E+01	
  +3.6983333333333331E+02	  +2.2928650373699515E+01	  -8.3500000000000494E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.2851999999999953E+03	  +1.4871440241098343E+01	  +6.3500000000000192E+01	  +1.0000000000000000E+00	  +2.4062793911097693E+01	  +2.4062793911097693E+01	  +4.5000000000000000E+01	
  +3.7000000000000000E+02	  +2.2075734084193869E+01	  -7.9166666666666661E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.3265999999999140E+03	  +1.5697491459774872E+01	  +6.1833333333333329E+01	  +1.0000000000000000E+00	  +2.4040172234177881E+01	  +2.4040172234177881E+01	  +5.0000000000000000E+01	
  +3.7016666666666669E+02	  +2.2246073995497539E+01	  -7.5916666666666437E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0844000000000251E+03	  +1.5571160611298334E+01	  +6.0666666666666586E+01	  +1.0000000000000000E+00	  +2.4003287551355328E+01	  +2.4003287551355328E+01	  +7.0000000000000000E+01	
